08-18 01:47:49.584  5467  5488 I TestRunner: started: the_server_field_can_be_changed(jp.golia.mailrs.MailFlowTest)
08-18 01:47:49.585  5467  5488 D IdlingRegistry: Registering idling resources: [androidx.compose.ui.test.EspressoLink@9195246]
08-18 01:47:49.585  5467  5488 W Settings: Setting always_finish_activities has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
08-18 01:47:49.586   638  2623 V GrammaticalInflectionUtils: AttributionSource: AttributionSource { uid = 10354, packageName = null, attributionTag = null, token = android.os.Binder@33c18a5, deviceId = 0, next = null } does not have READ_SYSTEM_GRAMMATICAL_GENDER permission.
08-18 01:47:49.592   983  1123 E FrameTracker: force finish cuj, time out: J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.592   983  1123 W FrameTracker: Missed SF frame:JANK_COMPOSER, 4135307, 3759290, CUJ=J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.592   983  1123 W FrameTracker: Missed App frame:UNKNOWN: 3, 4135357, 33686083, CUJ=J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.592   983  1123 W FrameTracker: Missed SF frame:UNKNOWN: 3, 4135357, 33686083, CUJ=J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.592   983  1123 W FrameTracker: Missed SF frame:JANK_COMPOSER, 4135557, 11365002, CUJ=J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.592   983  1123 W FrameTracker: Missed SF frame:JANK_COMPOSER, 4135657, 13945295, CUJ=J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.592   983  1123 W FrameTracker: Missed SF frame:JANK_COMPOSER, 4135764, 6404672, CUJ=J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.592   983  1123 W FrameTracker: Missed SF frame:JANK_COMPOSER, 4135807, 3486297, CUJ=J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.592   983  1123 W FrameTracker: Missed SF frame:JANK_COMPOSER, 4135850, 6649548, CUJ=J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.592   983  1123 W FrameTracker: Missed SF frame:JANK_COMPOSER, 4135893, 5297757, CUJ=J<SPLASHSCREEN_EXIT_ANIM>
08-18 01:47:49.593   983  1124 D SplashScreenView: Build android.window.SplashScreenView{90a3d32 V.E...... ......ID 0,0-0,0}
08-18 01:47:49.593   983  1124 D SplashScreenView: Icon: view: null drawable: null size: 0
08-18 01:47:49.593   983  1124 D SplashScreenView: Branding: view: android.view.View{ead7a83 G.ED..... ......I. 0,0-0,0 #1020541 android:id/splashscreen_branding_view} drawable: null size w: 0 h: 0
08-18 01:47:49.594   498   630 I BpBinder: onLastStrongRef automatically unlinking death recipients:
08-18 01:47:49.600   548   627 W IPCThreadState: Sending oneway calls to frozen process.
08-18 01:47:49.601  5467  5467 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@cf8afb8 in: PRE_ON_CREATE
08-18 01:47:49.601  5467  5467 V ActivityScenario: Activity lifecycle changed event received but ignored because the reported transition was not ON_CREATE while the last known transition was PRE_ON_CREATE
08-18 01:47:49.601  1568  1840 I AssistantForeground: (REDACTED) Get launcher package: %s
08-18 01:47:49.602  5467  5467 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@cf8afb8 in: CREATED
08-18 01:47:49.602  5467  5467 V ActivityScenario: Update currentActivityStage to CREATED, currentActivity=jp.golia.mailrs.MainActivity@cf8afb8
08-18 01:47:49.603  5467  5467 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@cf8afb8 in: STARTED
08-18 01:47:49.603  5467  5467 V ActivityScenario: Update currentActivityStage to STARTED, currentActivity=jp.golia.mailrs.MainActivity@cf8afb8
08-18 01:47:49.603  5467  5467 D AutofillManager: Fill dialog is enabled:false, hints=[]
08-18 01:47:49.603  5467  5467 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@cf8afb8 in: RESUMED
08-18 01:47:49.603  5467  5467 V ActivityScenario: Update currentActivityStage to RESUMED, currentActivity=jp.golia.mailrs.MainActivity@cf8afb8
08-18 01:47:49.627  5530  5530 D VRI[InstrumentationActivityInvoker$EmptyActivity]: visibilityChanged oldVisibility=true newVisibility=false
08-18 01:47:49.640   455  5784 I RanchuHwc: logCompositionFallbackIfChanged: layer 6667 CompositionType fallback from 3 to 1
08-18 01:47:49.669   638   658 I ActivityTaskManager: Displayed jp.golia.mailrs/.MainActivity for user 0: +82ms
08-18 01:47:49.679  5530  5530 W WindowOnBackDispatcher: sendCancelIfRunning: isInProgress=false callback=android.app.Activity$$ExternalSyntheticLambda0@cfdb170
08-18 01:47:49.681  5530  5530 D ViewRootImpl: Skipping stats log for color mode
08-18 01:47:49.693   437  5382 D android.hardware.audio@7.1-impl.ranchu: threadLoop: entering standby, frames: 133048256
08-18 01:47:49.693   437  5382 D android.hardware.audio@7.1-impl.ranchu: ~TinyalsaSink: joining consumeThread
08-18 01:47:49.696   638   749 I ImeTracker: jp.golia.mailrs:32475633: onRequestHide at ORIGIN_SERVER reason HIDE_UNSPECIFIED_WINDOW fromUser false
08-18 01:47:49.696  5467  5467 D InsetsController: hide(ime(), fromIme=false)
08-18 01:47:49.696  5467  5467 I ImeTracker: jp.golia.mailrs:32475633: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
08-18 01:47:49.697  1251  1251 D RecentsView: onTaskRemoved: 1240, not handling task stack changes
08-18 01:47:49.697  1251  1251 D RecentsView: onTaskRemoved: 1240, not handling task stack changes
08-18 01:47:49.697   437  5973 D android.hardware.audio@7.1-impl.ranchu: consumeThread: exiting
08-18 01:47:49.698   437  5382 D android.hardware.audio@7.1-impl.ranchu: ~TinyalsaSink: stopping PCM stream
08-18 01:47:49.698  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2043
08-18 01:47:49.699   638  2623 I ImeTracker: system_server:de9d9cbf: onRequestHide at ORIGIN_SERVER reason IME_REQUESTED_CHANGED_LISTENER fromUser false
08-18 01:47:49.700  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
08-18 01:47:49.700  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
08-18 01:47:49.702  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:47:49.704   638   661 I ImeTracker: system_server:de9d9cbf: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-18 01:47:49.842   548   627 W IPCThreadState: Sending oneway calls to frozen process.
08-18 01:47:50.143 19153 19153 D VRI[HostPhotoPagerActivity]: visibilityChanged oldVisibility=true newVisibility=false
08-18 01:47:50.165   638  3113 W JobInfo : Job 'com.google.android.apps.photos/com.google.android.libraries.social.async.BackgroundTaskJobService#1043' has a deadline with no functional constraints. The deadline won't improve job execution latency. Consider removing the deadline.
08-18 01:47:50.166 19153 19197 W JobInfo : Requested important-while-foreground flag for job555000454 is ignored and takes no effect
08-18 01:47:50.167  1338  2502 I IPCThreadState: oneway function results for code 1 on binder at 0xb40000794008da10 will be dropped but finished with status UNKNOWN_TRANSACTION and reply parcel size 80
08-18 01:47:50.167  1338  1978 I IPCThreadState: oneway function results for code 1 on binder at 0xb40000794008da10 will be dropped but finished with status UNKNOWN_TRANSACTION and reply parcel size 80
08-18 01:47:50.170   638  3113 D ConnectivityService: requestNetwork for uid/pid:10159/19153 activeRequest: null callbackRequest: 1518 [NetworkRequest [ REQUEST id=1519, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC
08-18 01:47:50.171   638   895 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=1519, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:47:50.171   638   901 D ConnectivityService: NetReassign [1519 : null → 100] [c 0] [a 0] [i 0]
08-18 01:47:50.172   638   895 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=1519, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:47:50.172   638   895 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1519, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:47:50.172   638   895 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1519, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:47:50.172   638   895 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1519, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:47:50.356  1194  1194 D wpa_supplicant: nl80211: Drv Event 64 (NL80211_CMD_NOTIFY_CQM) received for wlan0
08-18 01:47:50.356  1194  1194 D wpa_supplicant: nl80211: Beacon loss event
08-18 01:47:50.356  1194  1194 D wpa_supplicant: wlan0: Event BEACON_LOSS (53) received
08-18 01:47:50.356  1194  1194 I wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS
08-18 01:47:51.128  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2043
08-18 01:47:51.128  5467  5467 D InsetsController: show(ime(), fromIme=false)
08-18 01:47:51.128  5467  5467 I ImeTracker: jp.golia.mailrs:328398b5: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT_BY_INSETS_API fromUser false
08-18 01:47:51.128  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
08-18 01:47:51.128  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=8011, inputTypeString=Uri[AutoCorrect], enableLearning=true, autoCorrection=true, autoComplete=true, imeOptions=2000006, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=0, label=null, fieldId=-1, fieldName=null, extras=Bundle[mParcelledData.dataSize=404], hintText=null, hintLocales=[]}}, false)
08-18 01:47:51.142  5467  5467 I AssistStructure: Flattened final assist data: 908 bytes, containing 1 windows, 5 views
08-18 01:47:51.149  3773  3773 V InlineSuggestionRenderService: handleDestroySuggestionViews called for 0:77028843
08-18 01:47:51.149   431   484 I netd    : tetherGetStats() -> {[]} <0.31ms>
08-18 01:47:51.155  5467  5467 I ImeTracker: jp.golia.mailrs:9632f689: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
08-18 01:47:51.155  5467  5467 D InsetsController: show(ime(), fromIme=false)
08-18 01:47:51.155  5467  5467 I ImeTracker: jp.golia.mailrs:9632f689: onCancelled at PHASE_CLIENT_REPORT_REQUESTED_VISIBLE_TYPES
08-18 01:47:51.155  5467  5467 W RemoteInputConnectionImpl: requestCursorUpdates on inactive InputConnection
08-18 01:47:51.155  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:47:51.156  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=8011, inputTypeString=Uri[AutoCorrect], enableLearning=true, autoCorrection=true, autoComplete=true, imeOptions=2000006, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=0, label=null, fieldId=-1, fieldName=null, extras=Bundle[mParcelledData.dataSize=404], hintText=null, hintLocales=[]}}, true)
08-18 01:47:51.156  1454  1454 W SessionManager: SessionManager.beginSession():53 Try to begin an already begun session [INPUT_SESSION], end it first
08-18 01:47:51.161  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:47:51.161  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInputView():1392 onStartInputView(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=8011, inputTypeString=Uri[AutoCorrect], enableLearning=true, autoCorrection=true, autoComplete=true, imeOptions=2000006, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=0, label=null, fieldId=-1, fieldName=null, extras=Bundle[{android.support.text.emoji.emojiCompat_metadataVersion=10, androidx.core.view.inputmethod.EditorInfoCompat.STYLUS_HANDWRITING_ENABLED=true, android.support.text.emoji.emojiCompat_replaceAll=false}], hintText=null, hintLocales=[]}}, false)
08-18 01:47:51.162  1454  1454 I StylusEducationPopupDialog: StylusEducationPopupDialog.onEditorTappedWithStylus():71 Schedule to show first time education
08-18 01:47:51.162  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.getOemKeyboardHeightRatio():161 systemKeyboardHeightRatio:1.000000.
08-18 01:47:51.163  1454  1454 I AndroidIME: InputBundleManager.loadActiveInputBundleId():483 loadActiveInputBundleId: en-US, ime_english_united_states
08-18 01:47:51.163  1454  1454 I AndroidIME: AbstractIme.onActivate():90 LatinIme.onActivate() : EditorInfo = EditorInfo{packageName=jp.golia.mailrs, inputType=8011, inputTypeString=Uri[AutoCorrect], enableLearning=true, autoCorrection=true, autoComplete=true, imeOptions=2000006, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=0, label=null, fieldId=-1, fieldName=null, extras=Bundle[{android.support.text.emoji.emojiCompat_metadataVersion=10, androidx.core.view.inputmethod.EditorInfoCompat.STYLUS_HANDWRITING_ENABLED=true, android.support.text.emoji.emojiCompat_replaceAll=false}], hintText=null, hintLocales=[]}, IncognitoMode = false, DeviceLocked = false
08-18 01:47:51.163  1454  1454 I InputBundle: InputBundle.consumeEvent():949 Skip consuming an event as keyboard status is 0
08-18 01:47:51.163  1454  1454 I Delight5Facilitator: Delight5Facilitator.initializeForIme():729 initializeForIme() : Locale = [en_US], layout = qwerty
08-18 01:47:51.164  1454  1454 I LatinIme: LatinIme.updateEnableInlineSuggestionsOnDecoderSideFlags():1256 inline flag updated to:false
08-18 01:47:51.164  1454  1454 I LatinIme: LatinIme.updateEnableInlineSuggestionsOnDecoderSideFlags():1256 inline flag updated to:false
08-18 01:47:51.165  1454  1454 I InputBundle: InputBundle.consumeEvent():949 Skip consuming an event as keyboard status is 0
08-18 01:47:51.165  1454  1454 I InputBundle: InputBundle.consumeEvent():949 Skip consuming an event as keyboard status is 0
08-18 01:47:51.165  1454  1454 I KeyboardWrapper: KeyboardWrapper.activateKeyboard():562 activateKeyboard(): type=prime, status=0, imeDef=kyj{stringId=ime_english_united_states, language=en-US, languageTag=en-US, processedConditions={enable_number_row=false, device=phone}, className=com.google.android.libraries.inputmethod.ime.experiment.ExperimentImeWrapper, label=0, keyEventInterpreter=null, inlineComposing=true, autoCapital=true, announceAutoSelectedCandidate=true, statusIcon=0, primeKeyboardType=SOFT, indicatorIcon=0, indicatorLabel=US, displayAppCompletions=true, extraValues=kyb{#0x7f0b021c=TypedValue{t=0x3/d=0x0 "writing_helper_enable_by_word_revert=false"}, #0x7f0b0222=TypedValue{t=0x3/d=0x0 "com.google.android.apps.inputmethod.libs.latin5.LatinIme"}, #0x7f0b0223=TypedValue{t=0x3/d=0x0 "com.google.android.apps.inputmethod.libs.edittracker.EditTrackingImeWrapper"}, #0x7f0b0224=TypedValue{t=0x3/d=0x0 "com.google.android.apps.inputmethod.libs.latin5.LatinIme"}}, processors=lac@d72fd56, unacceptableMetaKeys=4098, languageSpecificSettings=0, asciiCapable=true, alwaysShowSuggestions=false, useAsciiPasswordKeyboard=false, secondaryIme=null, keyboardGroupDef=kzl@54f98f1, phenotypeFlagId=0, localizationLanguageTag=null, supportsInlineSuggestion=true}
