08-18 01:53:01.583  6995  7009 I TestRunner: started: the_operator_lists_load_and_a_delete_names_its_row(jp.golia.mailrs.MailFlowTest)
08-18 01:53:01.609  6995  7009 W FileTestStorage: Output properties is not supported.
08-18 01:53:01.609  6995  7009 I Tracing : Tracer added: class androidx.test.platform.tracing.AndroidXTracer
08-18 01:53:01.611  6995  6995 D EventInjectionStrategy: Creating injection strategy with input manager.
08-18 01:53:01.611  6995  6995 I jp.golia.mailrs: hiddenapi: Accessing hidden method Landroid/hardware/input/InputManager;->getInstance()Landroid/hardware/input/InputManager; (runtime_flags=0, domain=platform, api=unsupported) from Landroidx/test/espresso/base/InputManagerEventInjectionStrategy; (domain=app) using reflection: allowed
08-18 01:53:01.612  6995  6995 I jp.golia.mailrs: hiddenapi: Accessing hidden method Landroid/hardware/input/InputManager;->injectInputEvent(Landroid/view/InputEvent;I)Z (runtime_flags=0, domain=platform, api=unsupported) from Landroidx/test/espresso/base/InputManagerEventInjectionStrategy; (domain=app) using reflection: allowed
08-18 01:53:01.612  6995  6995 I jp.golia.mailrs: hiddenapi: Accessing hidden field Landroid/hardware/input/InputManager;->INJECT_INPUT_EVENT_MODE_WAIT_FOR_FINISH:I (runtime_flags=0, domain=platform, api=unsupported) from Landroidx/test/espresso/base/InputManagerEventInjectionStrategy; (domain=app) using reflection: allowed
08-18 01:53:01.613  6995  6995 I jp.golia.mailrs: hiddenapi: Accessing hidden method Landroid/os/MessageQueue;->next()Landroid/os/Message; (runtime_flags=0, domain=platform, api=unsupported) from Landroidx/test/espresso/base/Interrogator; (domain=app) using reflection: allowed
08-18 01:53:01.613  6995  6995 I jp.golia.mailrs: hiddenapi: Accessing hidden field Landroid/os/MessageQueue;->mMessages:Landroid/os/Message; (runtime_flags=0, domain=platform, api=unsupported) from Landroidx/test/espresso/base/Interrogator; (domain=app) using reflection: allowed
08-18 01:53:01.613  6995  6995 I jp.golia.mailrs: hiddenapi: Accessing hidden method Landroid/os/Message;->recycleUnchecked()V (runtime_flags=0, domain=platform, api=unsupported) from Landroidx/test/espresso/base/Interrogator; (domain=app) using reflection: allowed
08-18 01:53:01.614  6995  7009 D IdlingRegistry: Registering idling resources: [androidx.compose.ui.test.EspressoLink@13a91ee]
08-18 01:53:01.620  6995  7009 W Settings: Setting always_finish_activities has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
08-18 01:53:01.621  6995  7009 E ashmem  : Pinning is deprecated since Android Q. Please use trim or other methods.
08-18 01:53:01.624   638   706 I system_server: AssetManager2(0xb4000078c00c6df8) locale list changing from [] to [en-US]
08-18 01:53:01.624   638   706 V GrammaticalInflectionUtils: AttributionSource: AttributionSource { uid = 10358, packageName = null, attributionTag = null, token = android.os.Binder@33c18a5, deviceId = 0, next = null } does not have READ_SYSTEM_GRAMMATICAL_GENDER permission.
08-18 01:53:01.626   498   629 I BpBinder: onLastStrongRef automatically unlinking death recipients:
08-18 01:53:01.629   983  1123 I ndroid.systemui: AssetManager2(0xb4000078c003eef8) locale list changing from [] to [en-US]
08-18 01:53:01.631   983  1124 D SplashScreenView: Build android.window.SplashScreenView{7c7bf80 V.E...... ......ID 0,0-0,0}
08-18 01:53:01.631   983  1124 D SplashScreenView: Icon: view: null drawable: null size: 0
08-18 01:53:01.631   983  1124 D SplashScreenView: Branding: view: android.view.View{965b9b9 G.ED..... ......I. 0,0-0,0 #1020541 android:id/splashscreen_branding_view} drawable: null size w: 0 h: 0
08-18 01:53:01.637  6995  6995 I jp.golia.mailrs: AssetManager2(0xb4000078c001c2b8) locale list changing from [] to [en-US]
08-18 01:53:01.640   498   498 I BpBinder: onLastStrongRef automatically unlinking death recipients:
08-18 01:53:01.642  1542  1542 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.measurement.START xflg=0x4 pkg=com.google.android.gms }
08-18 01:53:01.642  1542  1542 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.measurement.START xflg=0x4 pkg=com.google.android.gms }
08-18 01:53:01.661  6995  6995 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@cf99995 in: PRE_ON_CREATE
08-18 01:53:01.661  6995  6995 V ActivityScenario: Activity lifecycle changed event received but ignored because the reported transition was not ON_CREATE while the last known transition was PRE_ON_CREATE
08-18 01:53:01.663  6995  7011 I EGL_emulation: Opening libGLESv1_CM_emulation.so
08-18 01:53:01.664  6995  7011 I EGL_emulation: Opening libGLESv2_emulation.so
08-18 01:53:01.666  6995  7011 W HWUI    : Failed to choose config with EGL_SWAP_BEHAVIOR_PRESERVED, retrying without...
08-18 01:53:01.666  6995  7011 W HWUI    : Failed to initialize 101010-2 format, error = EGL_SUCCESS
08-18 01:53:01.667  1568  1844 I AssistantForeground: (REDACTED) Get launcher package: %s
08-18 01:53:01.668  6995  6995 D DesktopModeFlags: Toggle override initialized to: OVERRIDE_UNSET
08-18 01:53:01.673   455  5784 I RanchuHwc: logCompositionFallbackIfChanged: layer 7008 CompositionType fallback from 3 to 1
08-18 01:53:01.680  6995  6995 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@cf99995 in: CREATED
08-18 01:53:01.680  6995  6995 V ActivityScenario: Update currentActivityStage to CREATED, currentActivity=jp.golia.mailrs.MainActivity@cf99995
08-18 01:53:01.680  6995  6995 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@cf99995 in: STARTED
08-18 01:53:01.680  6995  6995 V ActivityScenario: Update currentActivityStage to STARTED, currentActivity=jp.golia.mailrs.MainActivity@cf99995
08-18 01:53:01.689  6995  6995 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@cf99995 in: RESUMED
08-18 01:53:01.691  6995  6995 V ActivityScenario: Update currentActivityStage to RESUMED, currentActivity=jp.golia.mailrs.MainActivity@cf99995
08-18 01:53:01.699  6995  6995 W HWUI    : Unknown dataspace 0
08-18 01:53:01.871  6995  6999 I jp.golia.mailrs: Compiler allocated 5111KB to compile void android.view.ViewRootImpl.performTraversals()
08-18 01:53:01.981   498   535 W ServiceManagerCppClient: Permission failure: android.permission.ACCESS_SURFACE_FLINGER from uid=10358 pid=0
08-18 01:53:01.981   498   535 D PermissionCache: checking android.permission.ACCESS_SURFACE_FLINGER for uid=10358 => denied (75 us)
08-18 01:53:01.981   498   535 W ServiceManagerCppClient: Permission failure: android.permission.ROTATE_SURFACE_FLINGER from uid=10358 pid=0
08-18 01:53:01.981   498   535 D PermissionCache: checking android.permission.ROTATE_SURFACE_FLINGER for uid=10358 => denied (63 us)
08-18 01:53:01.981   498   535 W ServiceManagerCppClient: Permission failure: android.permission.INTERNAL_SYSTEM_WINDOW from uid=10358 pid=0
08-18 01:53:01.981   498   535 D PermissionCache: checking android.permission.INTERNAL_SYSTEM_WINDOW for uid=10358 => denied (24 us)
08-18 01:53:02.037   638  1806 W ServiceManagerCppClient: Permission failure: android.permission.ACCESS_SURFACE_FLINGER from uid=10358 pid=0
08-18 01:53:02.037   638  1806 D PermissionCache: checking android.permission.ACCESS_SURFACE_FLINGER for uid=10358 => denied (379 us)
08-18 01:53:02.037   638  1806 W ServiceManagerCppClient: Permission failure: android.permission.ROTATE_SURFACE_FLINGER from uid=10358 pid=0
08-18 01:53:02.037   638  1806 D PermissionCache: checking android.permission.ROTATE_SURFACE_FLINGER for uid=10358 => denied (25 us)
08-18 01:53:02.037   638  1806 W ServiceManagerCppClient: Permission failure: android.permission.INTERNAL_SYSTEM_WINDOW from uid=10358 pid=0
08-18 01:53:02.037   638  1806 D PermissionCache: checking android.permission.INTERNAL_SYSTEM_WINDOW for uid=10358 => denied (16 us)
08-18 01:53:02.038  6995  6995 I jp.golia.mailrs: hiddenapi: Accessing hidden method Landroid/os/SystemProperties;->addChangeCallback(Ljava/lang/Runnable;)V (runtime_flags=0, domain=platform, api=unsupported) from Landroidx/compose/ui/platform/AndroidComposeView$Companion; (domain=app) using reflection: allowed
08-18 01:53:02.039   638   658 I ActivityTaskManager: Displayed jp.golia.mailrs/.MainActivity for user 0: +415ms
08-18 01:53:02.045  6995  6995 E jp.golia.mailrs: hiddenapi: Accessing hidden method Landroid/view/accessibility/AccessibilityNodeInfo;->getSelection()Landroid/view/accessibility/AccessibilityNodeInfo$Selection; (runtime_flags=0, domain=platform, api=blocked) from /data/app/~~kKEHavtg2Oo_kBXzeFYVZA==/jp.golia.mailrs-ot4HqsdjB4K2rUJsSw_HzQ==/base.apk!classes7.dex (domain=app) using linking: denied
08-18 01:53:02.046  6995  6995 E jp.golia.mailrs: hiddenapi: Accessing hidden method Landroid/view/accessibility/AccessibilityNodeInfo;->setSelection(Landroid/view/accessibility/AccessibilityNodeInfo$Selection;)V (runtime_flags=0, domain=platform, api=blocked) from /data/app/~~kKEHavtg2Oo_kBXzeFYVZA==/jp.golia.mailrs-ot4HqsdjB4K2rUJsSw_HzQ==/base.apk!classes7.dex (domain=app) using linking: denied
08-18 01:53:02.046  6995  6995 E jp.golia.mailrs: hiddenapi: Accessing hidden method Landroid/view/accessibility/AccessibilityNodeInfo;->setSelection(Landroid/view/accessibility/AccessibilityNodeInfo$Selection;)V (runtime_flags=0, domain=platform, api=blocked) from /data/app/~~kKEHavtg2Oo_kBXzeFYVZA==/jp.golia.mailrs-ot4HqsdjB4K2rUJsSw_HzQ==/base.apk!classes7.dex (domain=app) using linking: denied
08-18 01:53:02.063   638   749 I ImeTracker: jp.golia.mailrs:f0cb9298: onRequestHide at ORIGIN_SERVER reason HIDE_UNSPECIFIED_WINDOW fromUser false
08-18 01:53:02.063  6995  6995 D InsetsController: hide(ime(), fromIme=false)
08-18 01:53:02.064  6995  6995 I ImeTracker: jp.golia.mailrs:f0cb9298: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
08-18 01:53:02.068  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2043
08-18 01:53:02.071  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
08-18 01:53:02.071   638   706 I ImeTracker: system_server:ecaa74d1: onRequestHide at ORIGIN_SERVER reason IME_REQUESTED_CHANGED_LISTENER fromUser false
08-18 01:53:02.072   638   661 I ImeTracker: system_server:ecaa74d1: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-18 01:53:02.072  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
08-18 01:53:02.073  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:53:02.177 19153 19153 D VRI[HostPhotoPagerActivity]: visibilityChanged oldVisibility=true newVisibility=false
08-18 01:53:02.198   638   706 W JobInfo : Job 'com.google.android.apps.photos/com.google.android.libraries.social.async.BackgroundTaskJobService#1043' has a deadline with no functional constraints. The deadline won't improve job execution latency. Consider removing the deadline.
08-18 01:53:02.202 19153 19196 W JobInfo : Requested important-while-foreground flag for job555000483 is ignored and takes no effect
08-18 01:53:02.202  1338  2503 I FontLog : Received query Noto Color Emoji Compat, URI content://com.google.android.gms.fonts [CONTEXT service_id=132 ]
08-18 01:53:02.202  1338  2503 I FontLog : Query [emojicompat-emoji-font] resolved to {Noto Color Emoji Compat, wdth 100.0, wght 400, ital 0.0, bestEffort false}, isVf false} [CONTEXT service_id=132 ]
08-18 01:53:02.203  1338  2503 I FontLog : Fetch {Noto Color Emoji Compat, wdth 100.0, wght 400, ital 0.0, bestEffort false}, isVf false} end status Status{statusCode=SUCCESS, resolution=null} [CONTEXT service_id=132 ]
08-18 01:53:02.205   638  1384 D ConnectivityService: requestNetwork for uid/pid:10159/19153 activeRequest: null callbackRequest: 1605 [NetworkRequest [ REQUEST id=1606, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC
08-18 01:53:02.205   638   901 D ConnectivityService: NetReassign [1606 : null → 100] [c 0] [a 0] [i 0]
08-18 01:53:02.206   638   895 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=1606, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:53:02.206   638   895 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=1606, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:53:02.207   638   895 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1606, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:53:02.207   638   895 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1606, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
